Richard K.	5.0
Trini T.	5.0
Michaela L.	4.0
Michaela L.	3.0
Bridget T.	4.0
Faith V.	2.0
Hywel J.	4.0
Corrina S.	4.0
Meredith C.	4.0
Yan Z.	5.0
Kary M.	1.0
Berna T.	4.0
sam w.	4.0
Lauren S.	4.0
Jennie N.	3.0
Ryan D.	4.0
schelly y.	3.0
Kathy A.	4.0
Corrina S.	5.0
Tara T.	2.0
Deane and Natasha S.	2.0
Sonny L.	4.0
Carmen R.	1.0
Barb B.	5.0
Virginia C.	4.0
schelly y.	4.0
Iven S.	1.0
kittenheel s.	2.0
Reggi M.	1.0
Berna T.	5.0
Ryan D.	5.0
Chi N.	5.0
Michaela L.	2.0
Trini T.	4.0
Esther T.	1.0
Tara T.	5.0
Erin M.	3.0
Tara T.	3.0
Kathy A.	3.0
Berna T.	4.0
Tess E.	3.0
Chi N.	5.0
Barb B.	2.0
Barb B.	4.0
Vicky T.	4.0
Justine M.	4.0
Sarah L.	5.0
Vicky T.	2.0
Dion L.	1.0
helen t.	4.0
A L.	2.0
barkingdog s.	5.0
J N.	3.0
Ashley C.	5.0
helen t.	3.0
Jenna D.	5.0
helen t.	2.0
Brenda C.	5.0
Sarah L.	5.0
Byron L.	4.0
ping h.	4.0
Jean Z.	5.0
helen t.	5.0
Vivian L.	3.0
Emily T.	3.0
Justine M.	3.0
helen t.	4.0
Vicky T.	4.0
Vy N.	3.0
Vicky T.	5.0
Vicky T.	5.0
Nancy W.	4.0
Marcelle T.	1.0
helen t.	5.0
Vicky T.	4.0
David C.	2.0
Justine M.	2.0
Rachel V.	4.0
C D.	1.0
Vicky T.	3.0
tina t.	5.0
Adam X.	5.0
Bucky K.	5.0
Lauren P.	4.0
Nate W.	5.0
Sean B.	1.0
BYRON D.	1.0
Linh N.	3.0
jd a.	2.0
Linh N.	3.0
BYRON D.	5.0
Tahira A.	4.0
BYRON D.	5.0
Romy I.	4.0
Bobby K.	5.0
Christine B.	4.0
David L.	3.0
Emily S.	2.0
Ashley J.	5.0
Katie C.	4.0
Baglan N.	1.0
William A.	1.0
Lisa T.	4.0
BYRON D.	3.0
Christa R.	4.0
Lisa T.	5.0
Steve N.	5.0
Johnny T.	4.0
Marna R.	1.0
wheatberry s.	4.0
David L.	3.0
Tahira A.	5.0
BYRON D.	1.0
Joey M.	5.0
BYRON D.	3.0
David W.	4.0
Tim C.	4.0
Katrina C.	1.0
Katy A.	4.0
Valerie F.	5.0
Laura C.	3.0
Lauren S.	1.0
David L.	4.0
David L.	4.0
Lee M.	1.0
David L.	3.0
Katie C.	3.0
David L.	2.0
Noelle J.	5.0
Xue H.	4.0
Shaggy S.	3.0
Noelle J.	3.0
Review B.	1.0
Erin H.	4.0
Alice S.	4.0
Emily T.	1.0
Donna Z.	4.0
Travis D.	3.0
joyce l.	5.0
Rick K.	1.0
Noelle J.	4.0
Wendee H.	4.0
Jeff W.	3.0
Xue H.	4.0
Jeff W.	5.0
Elizabeth S.	4.0
Xue H.	3.0
G J J.	5.0
Xue H.	4.0
Lise T.	4.0
asia c.	2.0
joyce l.	5.0
Andrew N.	5.0
Noelle J.	5.0
G J J.	5.0
Maggie G.	5.0
Julie C.	2.0
Starla L.	4.0
Riya S.	5.0
G J J.	4.0
Xue H.	3.0
Starla L.	3.0
Rachel B.	2.0
Xue H.	3.0
Jeff W.	5.0
Ashley B.	3.0
Xue H.	2.0
Stephanie S.	3.0
Donna Z.	4.0
YY T.	4.0
Jen L.	4.0
Xue H.	3.0
Jen P.	3.0
Maureen K.	5.0
Ariana S.	5.0
Enza P.	5.0
Eileen L.	4.0
Rita V.	4.0
Damian E.	5.0
Todd N.	5.0
Rita V.	5.0
Patty O.	2.0
Christine L.	5.0
Valeria S.	5.0
P J.	5.0
Someone W.	1.0
Patty O.	5.0
Berni d.	5.0
Eileen L.	4.0
angela n.	4.0
Steph C.	4.0
Rita V.	4.0
Kasia K.	3.0
Steph C.	5.0
Patty O.	3.0
Suzu T.	2.0
Someone W.	3.0
Enza P.	3.0
Amy R.	5.0
Erin y.	4.0
David M.	4.0
Jackie M.	3.0
Chris C.	3.0
Eileen L.	5.0
Patty O.	4.0
Rita V.	2.0
Leslie R.	1.0
Alex C.	2.0
Eileen L.	4.0
Alex N.	3.0
Steph C.	3.0
Catalina R.	3.0
Steph C.	5.0
N C.	1.0
J L.	1.0
Ann L.	5.0
vq t.	5.0
Gina G.	5.0
Jason W.	4.0
Randy R.	5.0
Tony D.	4.0
Amy C.	2.0
deanna m.	5.0
Niels J.	5.0
Natalia H.	5.0
Molly D.	5.0
Sofi P.	1.0
Emily S.	2.0
Charles J.	5.0
Jeanette S.	5.0
Craig S.	1.0
Grace P.	5.0
Tina T.	4.0
amy n.	5.0
Niels J.	2.0
Alexis W.	5.0
Mike S.	4.0
Randy R.	4.0
Randy R.	2.0
Rona M.	5.0
greg s.	4.0
Angela H.	3.0
Vicky T.	2.0
Kathy Y.	1.0
Randy R.	5.0
Vicky T.	4.0
Mikael L.	4.0
Kristine T.	5.0
Abey Q.	4.0
Michael S.	4.0
Michelle S.	5.0
Thomas R.	1.0
Genny H.	1.0
Diana W.	4.0
Alissa A.	3.0
Alissa A.	3.0
Melisa C.	4.0
Chuck N.	5.0
Alissa A.	3.0
Alissa A.	4.0
Jeff K.	1.0
Richard G.	5.0
Diana W.	4.0
Akshay K.	2.0
Melisa C.	4.0
Rita F.	3.0
Nate B.	4.0
Alissa A.	1.0
Rose A.	2.0
T D.	2.0
Genny H.	2.0
Rose A.	4.0
Ava H.	5.0
Alissa A.	4.0
M. L.	3.0
Patrick O.	5.0
Genny H.	5.0
Losmeiya H.	5.0
Lucy Y.	3.0
Patrick O.	5.0
Janet T.	3.0
jane l.	3.0
Beatriz R.	3.0
Tim S.	4.0
Rachel Z.	4.0
Rose A.	4.0
Robert S.	5.0
Susanna W.	3.0
Robert S.	3.0
Sally R.	1.0
Sunny D.	4.0
Janet H.	3.0
Jeet R.	4.0
K C.	2.0
Susanna W.	5.0
Tina H.	3.0
shar t.	5.0
Susanna W.	4.0
Stephen L.	2.0
geoff k.	3.0
b b.	4.0
Jennifer S.	4.0
helen f.	4.0
dominique r.	2.0
Todd W.	1.0
My N.	4.0
Min L.	5.0
Susanna W.	2.0
Robert S.	4.0
Pamela P.	4.0
Min L.	5.0
helen f.	3.0
Min L.	5.0
helen f.	4.0
Sarah B.	2.0
Susanna W.	4.0
Greg W.	2.0
Catherine L.	5.0
Susanna W.	3.0
Natala M.	4.0
Nicole s.	1.0
geoff k.	4.0
Stephen L.	4.0
Ivy V.	3.0
Woman Warrior W.	1.0
colleen s.	3.0
dominique r.	3.0
Huey K.	2.0
Nicole C.	2.0
Roxana L.	5.0
Julia E.	5.0
Nik N.	3.0
Huey K.	3.0
Brian J.	5.0
Huey K.	4.0
Huey K.	2.0
Cathy G.	1.0
Sonya J.	4.0
Elisa M.	4.0
Kriste P.	5.0
Tiffany S.	5.0
Elisabeth S.	2.0
L. V.	5.0
Annie D.	4.0
Lovegood F.	5.0
Omar D.	4.0
Eva T.	3.0
Mike C.	4.0
Cianne M.	3.0
Kathy P.	5.0
Huey K.	2.0
Sun B.	4.0
Alina S.	5.0
Janice A.	4.0
J E.	4.0
Katie C.	4.0
Huey K.	5.0
Tina C.	4.0
Carrie C.	4.0
michelle l.	2.0
Graham A.	1.0
Asim M.	5.0
Tiffany W.	4.0
Banjot C.	5.0
Carissa M.	4.0
laura m.	4.0
j c.	5.0
John T.	4.0
Fred T.	4.0
Jason L.	4.0
Jen C.	2.0
Chrisy C.	2.0
j c.	1.0
Matt L.	2.0
J T.	4.0
Carissa M.	5.0
Liz V.	5.0
Fred T.	3.0
Anna N.	4.0
Fred T.	5.0
Carissa M.	3.0
David M.	3.0
Malisa D.	4.0
Austin B.	3.0
J T.	3.0
Carrie C.	3.0
Makena S.	3.0
Amy S.	1.0
J T.	4.0
Raina A.	5.0
Dilys S.	5.0
j n.	5.0
Food L.	4.0
Katherine B.	3.0
Becah D.	5.0
Valarie A.	4.0
April B.	3.0
Alice C.	3.0
Glaciala A.	5.0
h m.	2.0
Vanessa S.	5.0
Glaciala A.	4.0
suzanne b.	2.0
Kendall F.	1.0
April B.	2.0
Louisa L.	4.0
Louisa L.	4.0
Harmony N.	4.0
Da M.	3.0
April B.	3.0
Louisa L.	4.0
Glaciala A.	4.0
Glaciala A.	5.0
Glaciala A.	1.0
April B.	2.0
April B.	3.0
Tamara P.	2.0
Danny W.	4.0
Glaciala A.	4.0
Louisa L.	3.0
Glaciala A.	4.0
Glaciala A.	3.0
Glaciala A.	5.0
Rick f.	5.0
Vi N.	3.0
Louisa L.	4.0
Glaciala A.	5.0
Jay S.	4.0
Valarie A.	4.0
April B.	3.0
April B.	2.0
Glaciala A.	1.0
Glaciala A.	5.0
April B.	5.0
Aniket D.	4.0
Alice C.	4.0
Jennifer P.	2.0
Glaciala A.	4.0
Jess Z.	3.0
Elaine A.	5.0
Rosey P.	4.0
Bianca C.	4.0
Geoff D.	4.0
Geoff D.	5.0
Katie R.	5.0
Elizabeth A.	1.0
Natalie M.	5.0
Brad K.	3.0
M C.	3.0
Geoff D.	4.0
Marsh-Silog P.	4.0
Marsh-Silog P.	3.0
Marsh-Silog P.	3.0
Charissa P.	3.0
Bianca C.	4.0
Geoff D.	3.0
Al C.	1.0
Geoff D.	4.0
Geoff D.	5.0
M C.	3.0
Geoff D.	5.0
Al C.	4.0
Daniel F.	4.0
Geoff D.	4.0
d a.	2.0
Bianca C.	4.0
Geoff D.	4.0
Marsh-Silog P.	1.0
Geoff D.	4.0
Robert A.	4.0
Geoff D.	5.0
M M.	1.0
M C.	4.0
Geoff D.	4.0
Al C.	4.0
Geoff D.	2.0
Marsh-Silog P.	3.0
Katt C.	1.0
Cathryn D.	1.0
Marsh-Silog P.	3.0
Justine H.	3.0
Chrysanthemum A.	3.0
mallory m.	5.0
Geoff D.	3.0
Charissa P.	5.0
Natalie M.	2.0
Megan J.	5.0
tiffany m.	5.0
David G.	4.0
Geoff D.	4.0
Geoff D.	4.0
Marsh-Silog P.	4.0
Katt C.	2.0
Doug H.	5.0
Chrysanthemum A.	4.0
MaryBeth B.	5.0
fusita t.	4.0
Little Tuna's Mom X.	4.0
vincy b.	1.0
Sunil R.	4.0
kien m.	4.0
Sunil R.	4.0
K. A.	4.0
L H.	4.0
S N.	5.0
Angela H.	4.0
Nancy T.	3.0
Steve S.	5.0
sionn a.	1.0
Tim L.	1.0
Annikka T.	1.0
f g.	5.0
ASP L.	5.0
Arafat A.	5.0
Christine C.	3.0
Sunil R.	1.0
gary l.	4.0
mary r.	1.0
fusita t.	4.0
Sunil R.	4.0
Sunil R.	3.0
Martha L.	4.0
Paul M.	2.0
Jessica C.	2.0
Nancy W.	4.0
H H.	4.0
Nancy W.	2.0
Nancy W.	3.0
Cathy C.	3.0
jeanine t.	1.0
Ai T.	5.0
Kourtney C.	5.0
Plato W.	1.0
N T.	3.0
Vince H.	3.0
Amanda B.	5.0
Ai T.	4.0
N T.	3.0
Heidi S.	2.0
Nancy W.	2.0
Caroline I.	5.0
Matt S.	4.0
N T.	4.0
Louise G.	2.0
H H.	3.0
Hannah F.	5.0
Zaz H.	4.0
Dee V.	2.0
sarah k.	5.0
Gina J.	5.0
Michelle Y.	4.0
Beth T.	2.0
Pete D.	5.0
Karen G.	5.0
Jennifer A.	3.0
Tammy N.	4.0
kevin b.	5.0
N T.	4.0
Kay K.	5.0
Christine C.	1.0
Caroline I.	4.0
Tanja F.	5.0
omega k.	4.0
Tony L.	4.0
Jenny N.	4.0
Claire W.	3.0
Chris A.	3.0
caneisha h.	5.0
Randy A.	2.0
Tanja F.	5.0
Vicki L.	1.0
Yvonne C.	5.0
Candace L.	4.0
Will A.	3.0
J A.	5.0
Donald D.	3.0
JJ S.	2.0
Kandi W.	5.0
Michael L.	5.0
Candace L.	4.0
F. F.	4.0
F. F.	4.0
Julie N.	5.0
buggy b.	3.0
Candace L.	5.0
Claire W.	5.0
Josie C.	5.0
Tracy C.	1.0
Jiaomin O.	1.0
Sirius Y.	1.0
Corey S.	5.0
Candace L.	4.0
Candace L.	4.0
Annie S.	3.0
Tracy C.	4.0
Candace L.	4.0
omega k.	3.0
Deb L.	3.0
Claire W.	3.0
Candace L.	4.0
Angela W.	4.0
Christina E.	5.0
Angela W.	3.0
beno h.	2.0
Jeremy S.	5.0
Maggie K.	4.0
Kelly N Z R.	4.0
neil n.	3.0
Angela W.	3.0
Vee S.	3.0
Vee S.	3.0
Angela W.	4.0
Nick B.	4.0
Juliane N.	4.0
Kim S.	5.0
Angela W.	2.0
San Jose Girl M.	1.0
Daniel O.	5.0
Daniel O.	3.0
Angela W.	3.0
Angela W.	3.0
Seong P.	3.0
Maggie K.	4.0
Melody D.	4.0
Seong P.	3.0
B W.	5.0
A V.	3.0
Angela W.	3.0
Christina E.	1.0
Steven L.	5.0
B. B. H.	2.0
Angela W.	3.0
San Jose Girl M.	1.0
I K.	5.0
barry g.	4.0
Will C.	4.0
Gloria L.	4.0
Gloria L.	2.0
Angela W.	4.0
Neil A.	4.0
Tiffany S.	5.0
Jeckyl H.	4.0
Adrienne M.	3.0
Ryan T.	2.0
Adrienne M.	2.0
Adrienne M.	3.0
Adrienne M.	5.0
Adrienne M.	5.0
Mitch A.	1.0
Stella W.	1.0
Kit K.	4.0
Adrienne M.	4.0
Vy L.	3.0
Adrienne M.	3.0
Lisa R.	4.0
Adrienne M.	2.0
Adrienne M.	4.0
Victoria D.	4.0
Adrienne M.	4.0
Adrienne M.	4.0
Florio M.	3.0
Larry L.	2.0
Darel H.	4.0
Carole G.	4.0
Christina C.	4.0
Adrienne M.	3.0
Adrienne M.	3.0
K O.	5.0
Adrienne M.	3.0
Christina S.	1.0
Josephine G.	4.0
Adrienne M.	5.0
Ryan T.	3.0
Ryan T.	4.0
Ryan T.	4.0
Ryan T.	3.0
Mani F.	5.0
Adrienne M.	3.0
Adrienne M.	4.0
Ryan T.	3.0
Karen T.	2.0
